iso2,country,year,wage_median_eur,wage_mean_eur,median_source,source,is_forecast
NL,Netherlands,2019,2974.0,3175.0,ses_interp,eurostat_d11emp,0
NL,Netherlands,2020,3078.0,3298.0,ses_interp,eurostat_d11emp,0
NL,Netherlands,2021,3181.0,3393.0,ses_interp,eurostat_d11emp,0
NL,Netherlands,2022,3285.0,3486.0,ses_direct,eurostat_d11emp,0
NL,Netherlands,2023,3500.0,3714.0,ses_forecast,eurostat_d11emp,0
NL,Netherlands,2024,3718.0,3945.0,ses_forecast,eurostat_d11emp,0
NL,Netherlands,2025,3898.0,4137.0,ses_forecast,eurostat_d11emp,0
PT,Portugal,1995,527.0,793.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,1996,563.0,846.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,1997,584.0,878.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,1998,604.0,908.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,1999,646.0,972.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2000,680.0,1023.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2001,712.0,1070.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2002,735.0,1105.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2003,759.0,1141.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2004,778.0,1170.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2005,803.0,1208.0,ses_backcast,eurostat_d11emp,0
PT,Portugal,2006,816.0,1227.0,ses_direct,eurostat_d11emp,0
PT,Portugal,2007,831.0,1272.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2008,846.0,1302.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2009,862.0,1336.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2010,877.0,1358.0,ses_direct,eurostat_d11emp,0
PT,Portugal,2011,880.0,1331.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2012,882.0,1291.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2013,884.0,1327.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2014,887.0,1310.0,ses_direct,eurostat_d11emp,0
PT,Portugal,2015,898.0,1318.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2016,909.0,1336.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2017,920.0,1365.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2018,931.0,1416.0,ses_direct,eurostat_d11emp,0
PT,Portugal,2019,969.0,1491.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2020,1006.0,1521.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2021,1044.0,1605.0,ses_interp,eurostat_d11emp,0
PT,Portugal,2022,1082.0,1709.0,ses_direct,eurostat_d11emp,0
PT,Portugal,2023,1184.0,1870.0,ses_forecast,eurostat_d11emp,0
PT,Portugal,2024,1268.0,2002.0,ses_forecast,eurostat_d11emp,0
PT,Portugal,2025,1324.0,2092.0,ses_forecast,eurostat_d11emp,0
SK,Slovakia,1994,166.0,219.0,ses_backcast,oecd,0
SK,Slovakia,1995,150.0,198.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,1996,169.0,223.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,1997,204.0,269.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,1998,217.0,285.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,1999,208.0,274.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2000,243.0,320.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2001,252.0,331.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2002,277.0,364.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2003,308.0,405.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2004,344.0,453.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2005,388.0,510.0,ses_backcast,eurostat_d11emp,0
SK,Slovakia,2006,437.0,575.0,ses_direct,eurostat_d11emp,0
SK,Slovakia,2007,498.0,692.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2008,559.0,789.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2009,620.0,844.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2010,681.0,886.0,ses_direct,eurostat_d11emp,0
SK,Slovakia,2011,702.0,910.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2012,722.0,932.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2013,742.0,949.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2014,763.0,962.0,ses_direct,eurostat_d11emp,0
SK,Slovakia,2015,817.0,993.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2016,870.0,1021.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2017,924.0,1069.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2018,978.0,1132.0,ses_direct,eurostat_d11emp,0
SK,Slovakia,2019,1068.0,1201.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2020,1158.0,1247.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2021,1248.0,1330.0,ses_interp,eurostat_d11emp,0
SK,Slovakia,2022,1338.0,1413.0,ses_direct,eurostat_d11emp,0
SK,Slovakia,2023,1472.0,1554.0,ses_forecast,eurostat_d11emp,0
SK,Slovakia,2024,1564.0,1652.0,ses_forecast,eurostat_d11emp,0
SK,Slovakia,2025,1654.0,1747.0,ses_forecast,eurostat_d11emp,0
SI,Slovenia,1995,550.0,816.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,1996,578.0,858.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,1997,627.0,931.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,1998,663.0,984.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,1999,687.0,1019.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2000,711.0,1055.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2001,753.0,1118.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2002,782.0,1160.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2003,813.0,1206.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2004,852.0,1265.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2005,902.0,1339.0,ses_backcast,eurostat_d11emp,0
SI,Slovenia,2006,950.0,1410.0,ses_direct,eurostat_d11emp,0
SI,Slovenia,2007,1024.0,1498.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2008,1099.0,1608.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2009,1174.0,1636.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2010,1248.0,1702.0,ses_direct,eurostat_d11emp,0
SI,Slovenia,2011,1253.0,1726.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2012,1258.0,1703.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2013,1264.0,1713.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2014,1269.0,1738.0,ses_direct,eurostat_d11emp,0
SI,Slovenia,2015,1300.0,1761.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2016,1332.0,1824.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2017,1363.0,1880.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2018,1394.0,1954.0,ses_direct,eurostat_d11emp,0
SI,Slovenia,2019,1499.0,2057.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2020,1604.0,2131.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2021,1710.0,2301.0,ses_interp,eurostat_d11emp,0
SI,Slovenia,2022,1815.0,2420.0,ses_direct,eurostat_d11emp,0
SI,Slovenia,2023,1992.0,2656.0,ses_forecast,eurostat_d11emp,0
SI,Slovenia,2024,2109.0,2812.0,ses_forecast,eurostat_d11emp,0
SI,Slovenia,2025,2275.0,3033.0,ses_forecast,eurostat_d11emp,0
ES,Spain,1990,776.0,959.0,ses_backcast,oecd,0
ES,Spain,1991,852.0,1053.0,ses_backcast,oecd,0
ES,Spain,1992,942.0,1164.0,ses_backcast,oecd,0
ES,Spain,1993,1007.0,1245.0,ses_backcast,oecd,0
ES,Spain,1994,1067.0,1319.0,ses_backcast,oecd,0
ES,Spain,1995,1076.0,1330.0,ses_backcast,eurostat_d11emp,0
ES,Spain,1996,1136.0,1404.0,ses_backcast,eurostat_d11emp,0
ES,Spain,1997,1127.0,1393.0,ses_backcast,eurostat_d11emp,0
ES,Spain,1998,1144.0,1414.0,ses_backcast,eurostat_d11emp,0
ES,Spain,1999,1170.0,1446.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2000,1193.0,1475.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2001,1229.0,1519.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2002,1267.0,1566.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2003,1300.0,1607.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2004,1325.0,1637.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2005,1358.0,1678.0,ses_backcast,eurostat_d11emp,0
ES,Spain,2006,1399.0,1729.0,ses_direct,eurostat_d11emp,0
ES,Spain,2007,1457.0,1808.0,ses_interp,eurostat_d11emp,0
ES,Spain,2008,1515.0,1937.0,ses_interp,eurostat_d11emp,0
ES,Spain,2009,1573.0,2030.0,ses_interp,eurostat_d11emp,0
ES,Spain,2010,1631.0,2046.0,ses_direct,eurostat_d11emp,0
ES,Spain,2011,1649.0,2050.0,ses_interp,eurostat_d11emp,0
ES,Spain,2012,1668.0,2026.0,ses_interp,eurostat_d11emp,0
ES,Spain,2013,1686.0,2021.0,ses_interp,eurostat_d11emp,0
ES,Spain,2014,1704.0,2020.0,ses_direct,eurostat_d11emp,0
ES,Spain,2015,1714.0,2061.0,ses_interp,eurostat_d11emp,0
ES,Spain,2016,1723.0,2057.0,ses_interp,eurostat_d11emp,0
ES,Spain,2017,1732.0,2069.0,ses_interp,eurostat_d11emp,0
ES,Spain,2018,1742.0,2101.0,ses_direct,eurostat_d11emp,0
ES,Spain,2019,1784.0,2158.0,ses_interp,eurostat_d11emp,0
ES,Spain,2020,1826.0,2149.0,ses_interp,eurostat_d11emp,0
ES,Spain,2021,1868.0,2267.0,ses_interp,eurostat_d11emp,0
ES,Spain,2022,1910.0,2391.0,ses_direct,eurostat_d11emp,0
ES,Spain,2023,1997.0,2500.0,ses_forecast,eurostat_d11emp,0
ES,Spain,2024,2089.0,2615.0,ses_forecast,eurostat_d11emp,0
ES,Spain,2025,2177.0,2725.0,ses_forecast,eurostat_d11emp,0
CZ,Czechia,1995,210.0,257.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,1996,248.0,304.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,1997,263.0,322.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,1998,284.0,347.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,1999,294.0,360.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2000,328.0,401.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2001,373.0,456.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2002,443.0,542.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2003,461.0,564.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2004,499.0,610.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2005,555.0,679.0,ses_backcast,eurostat_d11emp,0
CZ,Czechia,2006,617.0,755.0,ses_direct,eurostat_d11emp,0
CZ,Czechia,2007,662.0,816.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2008,706.0,955.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2009,751.0,904.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2010,796.0,977.0,ses_direct,eurostat_d11emp,0
CZ,Czechia,2011,794.0,1032.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2012,793.0,1028.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2013,792.0,992.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2014,790.0,964.0,ses_direct,eurostat_d11emp,0
CZ,Czechia,2015,860.0,1003.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2016,930.0,1060.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2017,999.0,1170.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2018,1069.0,1298.0,ses_direct,eurostat_d11emp,0
CZ,Czechia,2019,1158.0,1398.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2020,1248.0,1393.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2021,1338.0,1526.0,ses_interp,eurostat_d11emp,0
CZ,Czechia,2022,1427.0,1723.0,ses_direct,eurostat_d11emp,0
CZ,Czechia,2023,1569.0,1894.0,ses_forecast,eurostat_d11emp,0
CZ,Czechia,2024,1581.0,1909.0,ses_forecast,eurostat_d11emp,0
CZ,Czechia,2025,1702.0,2055.0,ses_forecast,eurostat_d11emp,0
DK,Denmark,1995,2576.0,2329.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,1996,2660.0,2405.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,1997,2690.0,2432.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,1998,2783.0,2516.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,1999,2923.0,2643.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2000,2998.0,2711.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2001,3107.0,2809.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2002,3221.0,2912.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2003,3325.0,3006.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2004,3414.0,3087.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2005,3517.0,3180.0,ses_backcast,eurostat_d11emp,0
DK,Denmark,2006,3631.0,3283.0,ses_direct,eurostat_d11emp,0
DK,Denmark,2007,3794.0,3414.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2008,3957.0,3532.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2009,4120.0,3639.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2010,4283.0,3757.0,ses_direct,eurostat_d11emp,0
DK,Denmark,2011,4318.0,3819.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2012,4353.0,3902.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2013,4388.0,3952.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2014,4423.0,4037.0,ses_direct,eurostat_d11emp,0
DK,Denmark,2015,4498.0,4092.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2016,4572.0,4141.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2017,4647.0,4220.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2018,4722.0,4291.0,ses_direct,eurostat_d11emp,0
DK,Denmark,2019,4834.0,4349.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2020,4946.0,4449.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2021,5058.0,4599.0,ses_interp,eurostat_d11emp,0
DK,Denmark,2022,5170.0,4727.0,ses_direct,eurostat_d11emp,0
DK,Denmark,2023,5372.0,4912.0,ses_forecast,eurostat_d11emp,0
DK,Denmark,2024,5611.0,5130.0,ses_forecast,eurostat_d11emp,0
DK,Denmark,2025,5782.0,5287.0,ses_forecast,eurostat_d11emp,0
HU,Hungary,1995,176.0,279.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,1996,183.0,291.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,1997,203.0,322.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,1998,207.0,329.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,1999,217.0,344.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2000,246.0,390.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2001,294.0,467.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2002,346.0,549.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2003,372.0,591.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2004,423.0,672.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2005,464.0,737.0,ses_backcast,eurostat_d11emp,0
HU,Hungary,2006,459.0,729.0,ses_direct,eurostat_d11emp,0
HU,Hungary,2007,490.0,810.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2008,520.0,869.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2009,551.0,764.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2010,582.0,820.0,ses_direct,eurostat_d11emp,0
HU,Hungary,2011,592.0,842.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2012,602.0,831.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2013,612.0,813.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2014,622.0,780.0,ses_direct,eurostat_d11emp,0
HU,Hungary,2015,656.0,789.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2016,690.0,808.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2017,723.0,902.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2018,757.0,949.0,ses_direct,eurostat_d11emp,0
HU,Hungary,2019,816.0,1028.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2020,875.0,1010.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2021,934.0,1078.0,ses_interp,eurostat_d11emp,0
HU,Hungary,2022,993.0,1178.0,ses_direct,eurostat_d11emp,0
HU,Hungary,2023,1174.0,1393.0,ses_forecast,eurostat_d11emp,0
HU,Hungary,2024,1276.0,1514.0,ses_forecast,eurostat_d11emp,0
HU,Hungary,2025,1384.0,1642.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,1995,1291.0,1579.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,1996,1429.0,1748.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,1997,1534.0,1876.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,1998,1739.0,2127.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,1999,1956.0,2392.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2000,2213.0,2707.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2001,2002.0,2449.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2002,2187.0,2675.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2003,2260.0,2765.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2004,2428.0,2970.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2005,2738.0,3349.0,ses_backcast,eurostat_d11emp,0
IS,Iceland,2006,2733.0,3343.0,ses_direct,eurostat_d11emp,0
IS,Iceland,2007,2532.0,3664.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2008,2330.0,2297.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2009,2128.0,1903.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2010,1927.0,2114.0,ses_direct,eurostat_d11emp,0
IS,Iceland,2011,2064.0,2298.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2012,2200.0,2425.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2013,2336.0,2537.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2014,2473.0,2767.0,ses_direct,eurostat_d11emp,0
IS,Iceland,2015,2849.0,3154.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2016,3226.0,3679.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2017,3602.0,4282.0,ses_interp,eurostat_d11emp,0
IS,Iceland,2018,3978.0,4297.0,ses_direct,eurostat_d11emp,0
IS,Iceland,2019,3824.0,4131.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2020,3473.0,3752.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2021,3877.0,4188.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2022,4428.0,4783.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2023,4559.0,4925.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2024,4769.0,5151.0,ses_forecast,eurostat_d11emp,0
IS,Iceland,2025,5224.0,5643.0,ses_forecast,eurostat_d11emp,0
NO,Norway,1990,1905.0,1686.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1991,1982.0,1754.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1992,2046.0,1811.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1993,2044.0,1809.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1994,2090.0,1850.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1995,2183.0,1932.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1996,2301.0,2037.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1997,2467.0,2184.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1998,2487.0,2201.0,ses_backcast,eurostat_d11emp,0
NO,Norway,1999,2665.0,2359.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2000,2849.0,2522.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2001,3015.0,2669.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2002,3388.0,2999.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2003,3302.0,2923.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2004,3288.0,2910.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2005,3572.0,3162.0,ses_backcast,eurostat_d11emp,0
NO,Norway,2006,3734.0,3305.0,ses_direct,eurostat_d11emp,0
NO,Norway,2007,3907.0,3506.0,ses_interp,eurostat_d11emp,0
NO,Norway,2008,4080.0,3608.0,ses_interp,eurostat_d11emp,0
NO,Norway,2009,4252.0,3522.0,ses_interp,eurostat_d11emp,0
NO,Norway,2010,4425.0,3977.0,ses_direct,eurostat_d11emp,0
NO,Norway,2011,4532.0,4271.0,ses_interp,eurostat_d11emp,0
NO,Norway,2012,4638.0,4630.0,ses_interp,eurostat_d11emp,0
NO,Norway,2013,4745.0,4618.0,ses_interp,eurostat_d11emp,0
NO,Norway,2014,4852.0,4436.0,ses_direct,eurostat_d11emp,0
NO,Norway,2015,4779.0,4249.0,ses_interp,eurostat_d11emp,0
NO,Norway,2016,4706.0,4142.0,ses_interp,eurostat_d11emp,0
NO,Norway,2017,4632.0,4212.0,ses_interp,eurostat_d11emp,0
NO,Norway,2018,4559.0,4213.0,ses_direct,eurostat_d11emp,0
NO,Norway,2019,4662.0,4249.0,ses_interp,eurostat_d11emp,0
NO,Norway,2020,4764.0,3985.0,ses_interp,eurostat_d11emp,0
NO,Norway,2021,4866.0,4400.0,ses_interp,eurostat_d11emp,0
NO,Norway,2022,4969.0,4597.0,ses_direct,eurostat_d11emp,0
NO,Norway,2023,4618.0,4272.0,ses_forecast,eurostat_d11emp,0
NO,Norway,2024,4779.0,4421.0,ses_forecast,eurostat_d11emp,0
NO,Norway,2025,4968.0,4596.0,ses_forecast,eurostat_d11emp,0
SE,Sweden,1993,1504.0,1555.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1994,1575.0,1628.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1995,1597.0,1651.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1996,1870.0,1933.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1997,1941.0,2007.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1998,1954.0,2020.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,1999,2048.0,2118.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2000,2235.0,2311.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2001,2107.0,2178.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2002,2191.0,2265.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2003,2256.0,2333.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2004,2334.0,2413.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2005,2377.0,2458.0,ses_backcast,eurostat_d11emp,0
SE,Sweden,2006,2475.0,2559.0,ses_direct,eurostat_d11emp,0
SE,Sweden,2007,2547.0,2676.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2008,2619.0,2700.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2009,2691.0,2501.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2010,2763.0,2859.0,ses_direct,eurostat_d11emp,0
SE,Sweden,2011,2872.0,3109.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2012,2982.0,3317.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2013,3091.0,3393.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2014,3200.0,3297.0,ses_direct,eurostat_d11emp,0
SE,Sweden,2015,3187.0,3286.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2016,3174.0,3324.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2017,3162.0,3341.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2018,3149.0,3233.0,ses_direct,eurostat_d11emp,0
SE,Sweden,2019,3198.0,3230.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2020,3246.0,3333.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2021,3295.0,3607.0,ses_interp,eurostat_d11emp,0
SE,Sweden,2022,3344.0,3541.0,ses_direct,eurostat_d11emp,0
SE,Sweden,2023,3214.0,3403.0,ses_forecast,eurostat_d11emp,0
SE,Sweden,2024,3334.0,3530.0,ses_forecast,eurostat_d11emp,0
SE,Sweden,2025,3558.0,3768.0,ses_forecast,eurostat_d11emp,0
CH,Switzerland,1995,2902.0,3097.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,1996,2891.0,3085.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,1997,2824.0,3014.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,1998,2885.0,3079.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,1999,2949.0,3147.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2000,3109.0,3318.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2001,3325.0,3548.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2002,3474.0,3707.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2003,3363.0,3589.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2004,3309.0,3531.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2005,3365.0,3591.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2006,3377.0,3604.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2007,3329.0,3553.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2008,3533.0,3770.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2009,3769.0,4022.0,ses_backcast,eurostat_d11emp,0
CH,Switzerland,2010,4151.0,4430.0,ses_direct,eurostat_d11emp,0
CH,Switzerland,2011,4390.0,5007.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2012,4628.0,5148.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2013,4867.0,5094.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2014,5106.0,5140.0,ses_direct,eurostat_d11emp,0
CH,Switzerland,2015,5192.0,5819.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2016,5278.0,5680.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2017,5363.0,5582.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2018,5449.0,5431.0,ses_direct,eurostat_d11emp,0
CH,Switzerland,2019,5718.0,5719.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2020,5986.0,5799.0,ses_interp,eurostat_d11emp,0
CH,Switzerland,2021,6255.0,6010.0,ses_interp,eurostat_d11emp,0
