iso2,country,year,wage_median_eur,wage_median_ppp,pli,pli_source,source
IE,Ireland,2030,5169,4666.0,110.8,imf_derived,mean_growth_projected
IE,Ireland,2031,5301,4838.0,109.6,imf_derived,mean_growth_projected
IS,Iceland,1995,1565,1543.0,101.4,eurostat_pli,mean_growth_backcast
IS,Iceland,1996,1733,1678.0,103.3,eurostat_pli,mean_growth_backcast
IS,Iceland,1997,1860,1699.0,109.5,eurostat_pli,mean_growth_backcast
IS,Iceland,1998,2109,1824.0,115.6,eurostat_pli,mean_growth_backcast
IS,Iceland,1999,2372,1930.0,122.9,eurostat_pli,mean_growth_backcast
IS,Iceland,2000,2684,1910.0,140.5,eurostat_pli,mean_growth_backcast
IS,Iceland,2001,2428,1990.0,122.0,eurostat_pli,mean_growth_backcast
IS,Iceland,2002,2652,2057.0,128.9,eurostat_pli,mean_growth_backcast
IS,Iceland,2003,2741,2107.0,130.1,eurostat_pli,mean_growth_backcast
IS,Iceland,2004,2944,2247.0,131.0,eurostat_pli,mean_growth_backcast
IS,Iceland,2005,3320,2219.0,149.6,eurostat_pli,mean_growth_backcast
IS,Iceland,2006,3314,2275.0,145.7,eurostat_pli,ses_survey
IS,Iceland,2007,3040,1960.0,155.1,eurostat_pli,ses_interpolated
IS,Iceland,2008,2765,2695.0,102.6,eurostat_pli,ses_interpolated
IS,Iceland,2009,2490,2663.0,93.5,eurostat_pli,ses_interpolated
IS,Iceland,2010,2216,2044.0,108.4,eurostat_pli,ses_survey
IS,Iceland,2011,2396,2132.0,112.4,eurostat_pli,ses_interpolated
IS,Iceland,2012,2575,2231.0,115.4,eurostat_pli,ses_interpolated
IS,Iceland,2013,2754,2356.0,116.9,eurostat_pli,ses_interpolated
IS,Iceland,2014,2934,2351.0,124.8,eurostat_pli,ses_survey
IS,Iceland,2015,3352,2483.0,135.0,eurostat_pli,ses_interpolated
IS,Iceland,2016,3770,2498.0,150.9,eurostat_pli,ses_interpolated
IS,Iceland,2017,4189,2508.0,167.0,eurostat_pli,ses_interpolated
IS,Iceland,2018,4607,2833.0,162.6,eurostat_pli,ses_survey
IS,Iceland,2019,4696,3024.0,155.3,eurostat_pli,ses_interpolated
IS,Iceland,2020,4786,3298.0,145.1,eurostat_pli,ses_interpolated
IS,Iceland,2021,4876,3275.0,148.9,eurostat_pli,ses_interpolated
IS,Iceland,2022,4965,3199.0,155.2,eurostat_pli,ses_survey
IS,Iceland,2023,5112,3438.0,148.7,eurostat_pli,mean_growth_projected
IS,Iceland,2024,5347,3497.0,152.9,eurostat_pli,mean_growth_projected
IS,Iceland,2025,5858,3486.0,168.0,imf_derived,mean_growth_projected
IS,Iceland,2026,6577,3769.0,174.5,imf_derived,mean_growth_projected
IS,Iceland,2027,6761,3854.0,175.4,imf_derived,mean_growth_projected
IS,Iceland,2028,6926,3938.0,175.9,imf_derived,mean_growth_projected
IS,Iceland,2029,7108,4039.0,176.0,imf_derived,mean_growth_projected
IS,Iceland,2030,7296,4146.0,176.0,imf_derived,mean_growth_projected
IS,Iceland,2031,7488,4253.0,176.1,imf_derived,mean_growth_projected
IT,Italy,1995,1200,1423.0,84.3,eurostat_pli,mean_growth_backcast
IT,Italy,1996,1372,1474.0,93.1,eurostat_pli,mean_growth_backcast
IT,Italy,1997,1449,1502.0,96.5,eurostat_pli,mean_growth_backcast
IT,Italy,1998,1472,1537.0,95.8,eurostat_pli,mean_growth_backcast
IT,Italy,1999,1514,1569.0,96.5,eurostat_pli,mean_growth_backcast
IT,Italy,2000,1558,1608.0,96.9,eurostat_pli,mean_growth_backcast
IT,Italy,2001,1611,1634.0,98.6,eurostat_pli,mean_growth_backcast
IT,Italy,2002,1645,1638.0,100.4,eurostat_pli,mean_growth_backcast
IT,Italy,2003,1683,1658.0,101.5,eurostat_pli,mean_growth_backcast
IT,Italy,2004,1744,1672.0,104.3,eurostat_pli,mean_growth_backcast
IT,Italy,2005,1797,1721.0,104.4,eurostat_pli,mean_growth_backcast
IT,Italy,2006,1852,1789.0,103.5,eurostat_pli,ses_survey
IT,Italy,2007,1897,1851.0,102.5,eurostat_pli,ses_interpolated
IT,Italy,2008,1942,1923.0,101.0,eurostat_pli,ses_interpolated
IT,Italy,2009,1988,1947.0,102.1,eurostat_pli,ses_interpolated
IT,Italy,2010,2033,1991.0,102.1,eurostat_pli,ses_survey
IT,Italy,2011,2069,2032.0,101.8,eurostat_pli,ses_interpolated
IT,Italy,2012,2106,2079.0,101.3,eurostat_pli,ses_interpolated
IT,Italy,2013,2142,2098.0,102.1,eurostat_pli,ses_interpolated
IT,Italy,2014,2178,2110.0,103.2,eurostat_pli,ses_survey
IT,Italy,2015,2189,2131.0,102.7,eurostat_pli,ses_interpolated
IT,Italy,2016,2200,2183.0,100.8,eurostat_pli,ses_interpolated
IT,Italy,2017,2211,2202.0,100.4,eurostat_pli,ses_interpolated
IT,Italy,2018,2222,2211.0,100.5,eurostat_pli,ses_survey
IT,Italy,2019,2231,2242.0,99.5,eurostat_pli,ses_interpolated
IT,Italy,2020,2240,2263.0,99.0,eurostat_pli,ses_interpolated
IT,Italy,2021,2250,2296.0,98.0,eurostat_pli,ses_interpolated
IT,Italy,2022,2259,2353.0,96.0,eurostat_pli,ses_survey
IT,Italy,2023,2323,2415.0,96.2,eurostat_pli,mean_growth_projected
IT,Italy,2024,2402,2510.0,95.7,eurostat_pli,mean_growth_projected
IT,Italy,2025,2469,2650.0,93.2,imf_derived,mean_growth_projected
IT,Italy,2026,2710,2919.0,92.8,imf_derived,mean_growth_projected
IT,Italy,2027,2780,3003.0,92.6,imf_derived,mean_growth_projected
IT,Italy,2028,2865,3091.0,92.7,imf_derived,mean_growth_projected
IT,Italy,2029,2947,3188.0,92.4,imf_derived,mean_growth_projected
IT,Italy,2030,3033,3289.0,92.2,imf_derived,mean_growth_projected
IT,Italy,2031,3122,3394.0,92.0,imf_derived,mean_growth_projected
KZ,Kazakhstan,2015,353,607.0,58.1,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2016,260,611.0,42.5,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2017,283,589.0,48.1,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2018,276,585.0,47.2,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2019,301,665.0,45.3,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2020,312,752.0,41.5,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2021,343,849.0,40.4,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2022,441,927.0,47.6,imf_derived,mean_growth_backcast
KZ,Kazakhstan,2023,510,1059.0,48.1,imf_derived,national_office
KZ,Kazakhstan,2024,563,1139.0,49.4,imf_derived,national_office
KZ,Kazakhstan,2025,539,1202.0,44.8,imf_derived,national_office
KZ,Kazakhstan,2026,650,1366.0,47.6,imf_derived,mean_growth_projected
KZ,Kazakhstan,2027,689,1443.0,47.7,imf_derived,mean_growth_projected
KZ,Kazakhstan,2028,726,1505.0,48.3,imf_derived,mean_growth_projected
KZ,Kazakhstan,2029,768,1575.0,48.7,imf_derived,mean_growth_projected
KZ,Kazakhstan,2030,812,1653.0,49.1,imf_derived,mean_growth_projected
KZ,Kazakhstan,2031,861,1734.0,49.7,imf_derived,mean_growth_projected
LT,Lithuania,1995,81,285.0,28.4,eurostat_pli,mean_growth_backcast
LT,Lithuania,1996,110,324.0,33.9,eurostat_pli,mean_growth_backcast
LT,Lithuania,1997,149,353.0,42.2,eurostat_pli,mean_growth_backcast
LT,Lithuania,1998,175,400.0,43.7,eurostat_pli,mean_growth_backcast
LT,Lithuania,1999,189,423.0,44.7,eurostat_pli,mean_growth_backcast
LT,Lithuania,2000,215,423.0,50.8,eurostat_pli,mean_growth_backcast
LT,Lithuania,2001,239,474.0,50.4,eurostat_pli,mean_growth_backcast
LT,Lithuania,2002,262,512.0,51.2,eurostat_pli,ses_survey
LT,Lithuania,2003,292,593.0,49.2,eurostat_pli,ses_interpolated
LT,Lithuania,2004,322,635.0,50.7,eurostat_pli,ses_interpolated
LT,Lithuania,2005,351,661.0,53.1,eurostat_pli,ses_interpolated
LT,Lithuania,2006,381,679.0,56.1,eurostat_pli,ses_survey
LT,Lithuania,2007,402,676.0,59.5,eurostat_pli,ses_interpolated
LT,Lithuania,2008,423,666.0,63.5,eurostat_pli,ses_interpolated
LT,Lithuania,2009,444,715.0,62.1,eurostat_pli,ses_interpolated
LT,Lithuania,2010,465,782.0,59.5,eurostat_pli,ses_survey
LT,Lithuania,2011,492,812.0,60.6,eurostat_pli,ses_interpolated
LT,Lithuania,2012,518,845.0,61.3,eurostat_pli,ses_interpolated
LT,Lithuania,2013,544,886.0,61.4,eurostat_pli,ses_interpolated
LT,Lithuania,2014,571,924.0,61.8,eurostat_pli,ses_survey
LT,Lithuania,2015,630,1016.0,62.0,eurostat_pli,ses_interpolated
LT,Lithuania,2016,688,1090.0,63.1,eurostat_pli,ses_interpolated
LT,Lithuania,2017,746,1157.0,64.5,eurostat_pli,ses_interpolated
LT,Lithuania,2018,805,1222.0,65.9,eurostat_pli,ses_survey
LT,Lithuania,2019,976,1470.0,66.4,eurostat_pli,ses_interpolated
LT,Lithuania,2020,1148,1691.0,67.9,eurostat_pli,ses_interpolated
LT,Lithuania,2021,1319,1912.0,69.0,eurostat_pli,ses_interpolated
LT,Lithuania,2022,1490,1979.0,75.3,eurostat_pli,ses_survey
LT,Lithuania,2023,1637,2104.0,77.8,eurostat_pli,ses_interpolated
LT,Lithuania,2024,1783,2283.0,78.1,eurostat_pli,ses_interpolated
LT,Lithuania,2025,1930,2484.0,77.7,imf_derived,national_office
LT,Lithuania,2026,2070,2634.0,78.6,imf_derived,mean_growth_projected
LT,Lithuania,2027,2157,2752.0,78.4,imf_derived,mean_growth_projected
LT,Lithuania,2028,2280,2885.0,79.0,imf_derived,mean_growth_projected
LT,Lithuania,2029,2396,3027.0,79.2,imf_derived,mean_growth_projected
LT,Lithuania,2030,2531,3180.0,79.6,imf_derived,mean_growth_projected
LT,Lithuania,2031,2659,3342.0,79.6,imf_derived,mean_growth_projected
LU,Luxembourg,1995,1993,1640.0,121.5,eurostat_pli,mean_growth_backcast
LU,Luxembourg,1996,2026,1715.0,118.1,eurostat_pli,mean_growth_backcast
LU,Luxembourg,1997,2025,1749.0,115.8,eurostat_pli,mean_growth_backcast
LU,Luxembourg,1998,2042,1774.0,115.1,eurostat_pli,mean_growth_backcast
LU,Luxembourg,1999,2168,1892.0,114.6,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2000,2294,1995.0,115.0,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2001,2357,2025.0,116.4,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2002,2454,2103.0,116.7,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2003,2479,2110.0,117.5,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2004,2571,2209.0,116.4,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2005,2658,2301.0,115.5,eurostat_pli,mean_growth_backcast
LU,Luxembourg,2006,2782,2413.0,115.3,eurostat_pli,ses_survey
LU,Luxembourg,2007,2854,2446.0,116.7,eurostat_pli,ses_interpolated
LU,Luxembourg,2008,2926,2522.0,116.0,eurostat_pli,ses_interpolated
LU,Luxembourg,2009,2997,2506.0,119.6,eurostat_pli,ses_interpolated
LU,Luxembourg,2010,3069,2509.0,122.3,eurostat_pli,ses_survey
LU,Luxembourg,2011,3164,2604.0,121.5,eurostat_pli,ses_interpolated
LU,Luxembourg,2012,3260,2655.0,122.8,eurostat_pli,ses_interpolated
LU,Luxembourg,2013,3356,2706.0,124.0,eurostat_pli,ses_interpolated
LU,Luxembourg,2014,3451,2797.0,123.4,eurostat_pli,ses_survey
LU,Luxembourg,2015,3506,2860.0,122.6,eurostat_pli,ses_interpolated
LU,Luxembourg,2016,3561,2905.0,122.6,eurostat_pli,ses_interpolated
LU,Luxembourg,2017,3616,2928.0,123.5,eurostat_pli,ses_interpolated
LU,Luxembourg,2018,3671,2932.0,125.2,eurostat_pli,ses_survey
LU,Luxembourg,2019,3787,2970.0,127.5,eurostat_pli,ses_interpolated
LU,Luxembourg,2020,3903,2975.0,131.2,eurostat_pli,ses_interpolated
LU,Luxembourg,2021,4019,3073.0,130.8,eurostat_pli,ses_interpolated
LU,Luxembourg,2022,4135,3164.0,130.7,eurostat_pli,ses_survey
LU,Luxembourg,2023,4442,3378.0,131.5,eurostat_pli,mean_growth_projected
LU,Luxembourg,2024,4604,3488.0,132.0,eurostat_pli,mean_growth_projected
LU,Luxembourg,2025,4768,3597.0,132.6,imf_derived,mean_growth_projected
LU,Luxembourg,2026,5028,3783.0,132.9,imf_derived,mean_growth_projected
LU,Luxembourg,2027,5111,3857.0,132.5,imf_derived,mean_growth_projected
LU,Luxembourg,2028,5216,3935.0,132.6,imf_derived,mean_growth_projected
LU,Luxembourg,2029,5327,4026.0,132.3,imf_derived,mean_growth_projected
LU,Luxembourg,2030,5439,4113.0,132.2,imf_derived,mean_growth_projected
LU,Luxembourg,2031,5553,4207.0,132.0,imf_derived,mean_growth_projected
LV,Latvia,1996,107,275.0,38.9,eurostat_pli,mean_growth_backcast
LV,Latvia,1997,127,291.0,43.6,eurostat_pli,mean_growth_backcast
LV,Latvia,1998,138,305.0,45.2,eurostat_pli,mean_growth_backcast
LV,Latvia,1999,156,328.0,47.6,eurostat_pli,mean_growth_backcast
LV,Latvia,2000,190,348.0,54.6,eurostat_pli,mean_growth_backcast
LV,Latvia,2001,203,379.0,53.6,eurostat_pli,mean_growth_backcast
LV,Latvia,2002,204,383.0,53.3,eurostat_pli,mean_growth_backcast
LV,Latvia,2003,210,416.0,50.5,eurostat_pli,mean_growth_backcast
LV,Latvia,2004,234,453.0,51.6,eurostat_pli,mean_growth_backcast
LV,Latvia,2005,287,530.0,54.1,eurostat_pli,mean_growth_backcast
LV,Latvia,2006,352,567.0,62.1,eurostat_pli,ses_survey
LV,Latvia,2007,394,548.0,71.9,eurostat_pli,ses_interpolated
LV,Latvia,2008,437,589.0,74.2,eurostat_pli,ses_interpolated
LV,Latvia,2009,480,699.0,68.7,eurostat_pli,ses_interpolated
LV,Latvia,2010,522,818.0,63.8,eurostat_pli,ses_survey
LV,Latvia,2011,554,832.0,66.6,eurostat_pli,ses_interpolated
LV,Latvia,2012,586,848.0,69.1,eurostat_pli,ses_interpolated
LV,Latvia,2013,618,892.0,69.3,eurostat_pli,ses_interpolated
LV,Latvia,2014,650,937.0,69.4,eurostat_pli,ses_survey
LV,Latvia,2015,718,1038.0,69.2,eurostat_pli,ses_interpolated
LV,Latvia,2016,785,1125.0,69.8,eurostat_pli,ses_interpolated
LV,Latvia,2017,852,1209.0,70.5,eurostat_pli,ses_interpolated
LV,Latvia,2018,920,1272.0,72.3,eurostat_pli,ses_survey
LV,Latvia,2019,990,1341.0,73.8,eurostat_pli,ses_interpolated
LV,Latvia,2020,1060,1442.0,73.5,eurostat_pli,ses_interpolated
LV,Latvia,2021,1130,1552.0,72.8,eurostat_pli,ses_interpolated
LV,Latvia,2022,1200,1565.0,76.7,eurostat_pli,ses_survey
LV,Latvia,2023,1264,1635.0,77.3,eurostat_pli,mean_growth_projected
LV,Latvia,2024,1392,1805.0,77.1,eurostat_pli,mean_growth_projected
LV,Latvia,2025,1511,1838.0,82.2,imf_derived,mean_growth_projected
LV,Latvia,2026,1603,1937.0,82.8,imf_derived,mean_growth_projected
LV,Latvia,2027,1698,2031.0,83.6,imf_derived,mean_growth_projected
LV,Latvia,2028,1793,2125.0,84.4,imf_derived,mean_growth_projected
LV,Latvia,2029,1886,2228.0,84.7,imf_derived,mean_growth_projected
LV,Latvia,2030,1982,2334.0,84.9,imf_derived,mean_growth_projected
LV,Latvia,2031,2085,2448.0,85.2,imf_derived,mean_growth_projected
MD,Moldova,2015,246,669.0,36.8,imf_derived,ratio_estimate
MD,Moldova,2016,260,727.0,35.8,imf_derived,ratio_estimate
MD,Moldova,2017,309,781.0,39.5,imf_derived,ratio_estimate
MD,Moldova,2018,391,894.0,43.8,imf_derived,ratio_estimate
MD,Moldova,2019,393,871.0,45.1,imf_derived,ratio_estimate
MD,Moldova,2020,406,915.0,44.4,imf_derived,ratio_estimate
MD,Moldova,2021,435,970.0,44.9,imf_derived,ratio_estimate
MD,Moldova,2022,513,969.0,53.0,imf_derived,ratio_estimate
MD,Moldova,2023,598,1084.0,55.2,imf_derived,ratio_estimate
MD,Moldova,2024,713,1229.0,58.0,imf_derived,ratio_estimate
MD,Moldova,2025,749,1272.0,58.9,imf_derived,ratio_estimate
MD,Moldova,2026,816,1408.0,58.0,imf_derived,ratio_estimate
MD,Moldova,2027,901,1513.0,59.5,imf_derived,ratio_estimate
MD,Moldova,2028,994,1627.0,61.1,imf_derived,ratio_estimate
MD,Moldova,2029,1096,1751.0,62.6,imf_derived,ratio_estimate
MD,Moldova,2030,1209,1888.0,64.0,imf_derived,ratio_estimate
MD,Moldova,2031,1339,2031.0,65.9,imf_derived,ratio_estimate
ME,Montenegro,2006,397,936.0,42.4,eurostat_pli,mean_growth_backcast
ME,Montenegro,2007,437,984.0,44.4,eurostat_pli,mean_growth_backcast
ME,Montenegro,2008,517,1102.0,46.9,eurostat_pli,mean_growth_backcast
ME,Montenegro,2009,522,1061.0,49.2,eurostat_pli,mean_growth_backcast
ME,Montenegro,2010,621,1270.0,48.9,eurostat_pli,mean_growth_backcast
ME,Montenegro,2011,641,1314.0,48.8,eurostat_pli,mean_growth_backcast
ME,Montenegro,2012,619,1236.0,50.1,eurostat_pli,mean_growth_backcast
ME,Montenegro,2013,562,1115.0,50.4,eurostat_pli,mean_growth_backcast
ME,Montenegro,2014,608,1204.0,50.5,eurostat_pli,ses_survey
ME,Montenegro,2015,635,1270.0,50.0,eurostat_pli,mean_growth_projected
ME,Montenegro,2016,683,1358.0,50.3,eurostat_pli,mean_growth_projected
ME,Montenegro,2017,716,1401.0,51.1,eurostat_pli,mean_growth_projected
ME,Montenegro,2018,742,1444.0,51.4,eurostat_pli,mean_growth_projected
ME,Montenegro,2019,767,1513.0,50.7,eurostat_pli,mean_growth_projected
ME,Montenegro,2020,843,1679.0,50.2,eurostat_pli,mean_growth_projected
ME,Montenegro,2021,833,1599.0,52.1,eurostat_pli,mean_growth_projected
ME,Montenegro,2022,849,1546.0,54.9,eurostat_pli,mean_growth_projected
ME,Montenegro,2023,949,1686.0,56.3,eurostat_pli,mean_growth_projected
ME,Montenegro,2024,1044,1861.0,56.1,eurostat_pli,mean_growth_projected
ME,Montenegro,2025,1150,1954.0,58.9,imf_derived,mean_growth_projected
ME,Montenegro,2026,1309,2215.0,59.1,imf_derived,mean_growth_projected
ME,Montenegro,2027,1382,2321.0,59.5,imf_derived,mean_growth_projected
ME,Montenegro,2028,1455,2444.0,59.5,imf_derived,mean_growth_projected
ME,Montenegro,2029,1532,2564.0,59.7,imf_derived,mean_growth_projected
ME,Montenegro,2030,1611,2701.0,59.7,imf_derived,mean_growth_projected
ME,Montenegro,2031,1695,2846.0,59.6,imf_derived,mean_growth_projected
MK,North Macedonia,2010,422,1050.0,40.2,eurostat_pli,ses_survey
MK,North Macedonia,2011,418,993.0,42.1,eurostat_pli,ses_interpolated
MK,North Macedonia,2012,414,990.0,41.8,eurostat_pli,ses_interpolated
MK,North Macedonia,2013,411,956.0,43.0,eurostat_pli,ses_interpolated
MK,North Macedonia,2014,407,947.0,43.0,eurostat_pli,ses_survey
MK,North Macedonia,2015,426,970.0,43.9,eurostat_pli,ses_interpolated
MK,North Macedonia,2016,446,1007.0,44.3,eurostat_pli,ses_interpolated
MK,North Macedonia,2017,466,1038.0,44.9,eurostat_pli,ses_interpolated
MK,North Macedonia,2018,485,1068.0,45.4,eurostat_pli,ses_survey
MK,North Macedonia,2019,530,1162.0,45.6,eurostat_pli,ses_interpolated
MK,North Macedonia,2020,574,1251.0,45.9,eurostat_pli,ses_interpolated
MK,North Macedonia,2021,618,1355.0,45.6,eurostat_pli,ses_interpolated
MK,North Macedonia,2022,663,1384.0,47.9,eurostat_pli,ses_survey
MK,North Macedonia,2023,764,1516.0,50.4,eurostat_pli,mean_growth_projected
MK,North Macedonia,2024,862,1700.0,50.7,eurostat_pli,mean_growth_projected
MK,North Macedonia,2025,945,1950.0,48.5,imf_derived,mean_growth_projected
MK,North Macedonia,2026,1019,2060.0,49.5,imf_derived,mean_growth_projected
MK,North Macedonia,2027,1097,2183.0,50.3,imf_derived,mean_growth_projected
MK,North Macedonia,2028,1172,2302.0,50.9,imf_derived,mean_growth_projected
MK,North Macedonia,2029,1245,2437.0,51.1,imf_derived,mean_growth_projected
MK,North Macedonia,2030,1319,2585.0,51.0,imf_derived,mean_growth_projected
MK,North Macedonia,2031,1393,2737.0,50.9,imf_derived,mean_growth_projected
MT,Malta,1995,769,1194.0,64.4,eurostat_pli,mean_growth_backcast
MT,Malta,1996,810,1270.0,63.8,eurostat_pli,mean_growth_backcast
MT,Malta,1997,859,1273.0,67.5,eurostat_pli,mean_growth_backcast
MT,Malta,1998,906,1315.0,68.9,eurostat_pli,mean_growth_backcast
MT,Malta,1999,954,1355.0,70.4,eurostat_pli,mean_growth_backcast
MT,Malta,2000,1027,1384.0,74.2,eurostat_pli,mean_growth_backcast
MT,Malta,2001,1089,1437.0,75.8,eurostat_pli,mean_growth_backcast
MT,Malta,2002,1105,1483.0,74.5,eurostat_pli,mean_growth_backcast
MT,Malta,2003,1098,1560.0,70.4,eurostat_pli,mean_growth_backcast
MT,Malta,2004,1120,1612.0,69.5,eurostat_pli,mean_growth_backcast
MT,Malta,2005,1130,1619.0,69.8,eurostat_pli,mean_growth_backcast
MT,Malta,2006,1190,1655.0,71.9,eurostat_pli,ses_survey
MT,Malta,2007,1240,1725.0,71.9,eurostat_pli,ses_interpolated
MT,Malta,2008,1290,1753.0,73.6,eurostat_pli,ses_interpolated
MT,Malta,2009,1341,1779.0,75.4,eurostat_pli,ses_interpolated
MT,Malta,2010,1391,1840.0,75.6,eurostat_pli,ses_survey
MT,Malta,2011,1432,1860.0,77.0,eurostat_pli,ses_interpolated
MT,Malta,2012,1472,1875.0,78.5,eurostat_pli,ses_interpolated
MT,Malta,2013,1512,1890.0,80.0,eurostat_pli,ses_interpolated
MT,Malta,2014,1553,1899.0,81.8,eurostat_pli,ses_survey
MT,Malta,2015,1624,1947.0,83.4,eurostat_pli,ses_interpolated
MT,Malta,2016,1694,2019.0,83.9,eurostat_pli,ses_interpolated
MT,Malta,2017,1764,2066.0,85.4,eurostat_pli,ses_interpolated
MT,Malta,2018,1835,2121.0,86.5,eurostat_pli,ses_survey
MT,Malta,2019,1826,2106.0,86.7,eurostat_pli,ses_interpolated
MT,Malta,2020,1818,2082.0,87.3,eurostat_pli,ses_interpolated
MT,Malta,2021,1810,2038.0,88.8,eurostat_pli,ses_interpolated
MT,Malta,2022,1801,1986.0,90.7,eurostat_pli,ses_survey
MT,Malta,2023,1847,2034.0,90.8,eurostat_pli,mean_growth_projected
MT,Malta,2024,1991,2188.0,91.0,eurostat_pli,mean_growth_projected
MT,Malta,2025,2078,2423.0,85.7,imf_derived,mean_growth_projected
MT,Malta,2026,2397,2812.0,85.2,imf_derived,mean_growth_projected
MT,Malta,2027,2488,2932.0,84.9,imf_derived,mean_growth_projected
MT,Malta,2028,2586,3053.0,84.7,imf_derived,mean_growth_projected
MT,Malta,2029,2696,3190.0,84.5,imf_derived,mean_growth_projected
MT,Malta,2030,2816,3334.0,84.5,imf_derived,mean_growth_projected
MT,Malta,2031,2943,3492.0,84.3,imf_derived,mean_growth_projected
NL,Netherlands,1995,2092,1835.0,114.0,eurostat_pli,mean_growth_backcast
NL,Netherlands,1996,2080,1891.0,110.0,eurostat_pli,mean_growth_backcast
NL,Netherlands,1997,2075,1916.0,108.3,eurostat_pli,mean_growth_backcast
NL,Netherlands,1998,2018,1867.0,108.1,eurostat_pli,mean_growth_backcast
NL,Netherlands,1999,2107,1942.0,108.5,eurostat_pli,mean_growth_backcast
NL,Netherlands,2000,2200,2052.0,107.2,eurostat_pli,mean_growth_backcast
NL,Netherlands,2001,2299,2103.0,109.3,eurostat_pli,mean_growth_backcast
NL,Netherlands,2002,2371,2157.0,109.9,eurostat_pli,ses_survey
NL,Netherlands,2003,2371,2104.0,112.7,eurostat_pli,ses_interpolated
NL,Netherlands,2004,2371,2134.0,111.1,eurostat_pli,ses_interpolated
NL,Netherlands,2005,2371,2165.0,109.5,eurostat_pli,ses_interpolated
NL,Netherlands,2006,2371,2161.0,109.7,eurostat_pli,ses_survey
NL,Netherlands,2007,2494,2290.0,108.9,eurostat_pli,ses_interpolated
NL,Netherlands,2008,2616,2396.0,109.2,eurostat_pli,ses_interpolated
NL,Netherlands,2009,2738,2438.0,112.3,eurostat_pli,ses_interpolated
NL,Netherlands,2010,2861,2536.0,112.8,eurostat_pli,ses_survey
NL,Netherlands,2011,2906,2590.0,112.2,eurostat_pli,ses_interpolated
NL,Netherlands,2012,2952,2645.0,111.6,eurostat_pli,ses_interpolated
NL,Netherlands,2013,2997,2710.0,110.6,eurostat_pli,ses_interpolated
NL,Netherlands,2014,3042,2697.0,112.8,eurostat_pli,ses_survey
NL,Netherlands,2015,3086,2741.0,112.6,eurostat_pli,ses_interpolated
NL,Netherlands,2016,3131,2734.0,114.5,eurostat_pli,ses_interpolated
NL,Netherlands,2017,3176,2788.0,113.9,eurostat_pli,ses_interpolated
NL,Netherlands,2018,3220,2810.0,114.6,eurostat_pli,ses_survey
NL,Netherlands,2019,3332,2824.0,118.0,eurostat_pli,ses_interpolated
NL,Netherlands,2020,3444,2941.0,117.1,eurostat_pli,ses_interpolated
NL,Netherlands,2021,3555,3057.0,116.3,eurostat_pli,ses_interpolated
NL,Netherlands,2022,3667,3158.0,116.1,eurostat_pli,ses_survey
NL,Netherlands,2023,3907,3322.0,117.6,eurostat_pli,mean_growth_projected
NL,Netherlands,2024,4150,3541.0,117.2,eurostat_pli,mean_growth_projected
NL,Netherlands,2025,4352,3649.0,119.3,imf_derived,mean_growth_projected
NL,Netherlands,2026,4756,3982.0,119.4,imf_derived,mean_growth_projected
NL,Netherlands,2027,4900,4109.0,119.3,imf_derived,mean_growth_projected
NL,Netherlands,2028,5044,4225.0,119.4,imf_derived,mean_growth_projected
NL,Netherlands,2029,5192,4356.0,119.2,imf_derived,mean_growth_projected
NL,Netherlands,2030,5337,4490.0,118.9,imf_derived,mean_growth_projected
NL,Netherlands,2031,5485,4622.0,118.7,imf_derived,mean_growth_projected
NO,Norway,1995,2182,1669.0,130.7,eurostat_pli,mean_growth_backcast
NO,Norway,1996,2301,1781.0,129.2,eurostat_pli,mean_growth_backcast
NO,Norway,1997,2467,1827.0,135.0,eurostat_pli,mean_growth_backcast
NO,Norway,1998,2486,1880.0,132.2,eurostat_pli,mean_growth_backcast
NO,Norway,1999,2664,1993.0,133.7,eurostat_pli,mean_growth_backcast
NO,Norway,2000,2848,2113.0,134.8,eurostat_pli,mean_growth_backcast
NO,Norway,2001,3014,2189.0,137.7,eurostat_pli,mean_growth_backcast
NO,Norway,2002,3387,2303.0,147.1,eurostat_pli,mean_growth_backcast
NO,Norway,2003,3301,2360.0,139.9,eurostat_pli,mean_growth_backcast
NO,Norway,2004,3286,2463.0,133.4,eurostat_pli,mean_growth_backcast
NO,Norway,2005,3571,2601.0,137.3,eurostat_pli,mean_growth_backcast
NO,Norway,2006,3733,2721.0,137.2,eurostat_pli,ses_survey
NO,Norway,2007,3904,2771.0,140.9,eurostat_pli,ses_interpolated
NO,Norway,2008,4076,2937.0,138.8,eurostat_pli,ses_interpolated
NO,Norway,2009,4248,3083.0,137.8,eurostat_pli,ses_interpolated
NO,Norway,2010,4419,2925.0,151.1,eurostat_pli,ses_survey
