"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",3099.106,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",1191.366,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",448.496,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",3056.575,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",1210.211,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",442.341,,,"T30:67","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",2987.666,"B",,"T30:67_I11:264","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",1152.937,"B",,"T30:67_I11:264","R1:3513"
"BOL","BA:74","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",432.368,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2015",2838.459,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2015",1062.145,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2015",410.776,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2014",2709.944,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2014",995.017,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2014",392.177,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2013",2606.16,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2013",947.348,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2013",377.158,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2012",2317.311,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2012",850.422,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2012",335.356,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2011",2042.112,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2011",706.362,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2011",294.381,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2009",1698.401,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2009",631.102,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2009",241.938,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2008",1604.776,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2008",618.466,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2008",221.706,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2007",1419.041,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2007",600.436,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2007",180.741,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2006",1317.702,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2006",589.285,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2006",164.474,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2005",1195.09,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2005",539.922,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2005",148.163,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2004",1119.879,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2004",515.732,"B",,"T30:67_I11:264","R1:3513"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2004",141.109,"B",,"T30:67_I11:264","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2002",1233.071,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2002",583.621,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2002",171.976,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2001",1179.624,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2001",554.709,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2001",178.544,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2000",1318.561,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2000",612.587,,,"T30:67","R1:3513"
"BOL","BX:15722","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2000",213.237,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1999",1795.629,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1999",844.164,,,"T30:67","R1:3513"
"BOL","BB:73","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1999",308.93,,,"T30:67","R1:3513"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1995",753.984,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1995",419.887,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1995",157.069,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1994",682.485,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1994",407.383,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1994",147.708,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1993",597.073,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1993",374.692,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1993",139.991,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1991",434.565,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1991",312.683,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1991",121.366,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1990",371.56,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1990",311.495,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1990",117.114,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1989",335.02,,,"T30:67","R1:3513_S4:32"
"BOL","BB:15890","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1989",124.465,,,"T30:67","R1:3513_S4:32"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2025",3393.154,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2025",1314.417,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2025",607.299,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2024",3154.839,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2024",1249.69,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2024",585.429,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2023",2861.414,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2023",1149.071,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2023",572.927,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",2614.37,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",1054.676,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",506.271,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",2414.265,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",985.469,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",447.55,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",2459.159,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",1049.164,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",477.027,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",2271.106,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",970.768,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",575.769,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",2135.624,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",910.73,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",584.49,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",2028.61,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",852.555,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",635.651,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",1924.736,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",840.175,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",551.293,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2015",1710.604,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2015",809.213,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2015",514.173,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2014",1576.757,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2014",820.415,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2014",670.119,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2013",1413.38,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2013",783.062,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2013",655.529,,,"T30:68","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2012",1323.661,"B",,"T30:68_I11:264","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2012",793.182,"B",,"T30:68_I11:264","R1:3513"
"BRA","BX:6355","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2012",677.734,"B",,"T30:68_I11:264","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2011",1202.475,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2011",728.234,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2011",718.827,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2009",930.523,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2009",602.024,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2009",465.395,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2008",898.461,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2008",611.87,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2008",489.954,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2007",812.246,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2007",562.954,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2007",417.166,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2006",749.473,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2006",523.431,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2006",344.534,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2005",689.325,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2005",485.889,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2005",283.161,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2004",636.391,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2004",463.662,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2004",217.561,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2003",593.44,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2003",448.875,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2003",192.833,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2002",549.051,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2002",465.836,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2002",188.008,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2001",520.074,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2001",471.066,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2001",221.343,,,"T30:68","R1:3513"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2000",766.53,,,"T8:127_T9:133_T10:138_T33:396_T30:68","S3:23_S9:66"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2000",721.402,,,"T8:127_T9:133_T10:138_T33:396_T30:68","S3:23_S9:66"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2000",419.001,,,"T8:127_T9:133_T10:138_T33:396_T30:68","S3:23_S9:66"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1999",460.716,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1999",448.974,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1999",253.988,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1998",464.568,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1998",464.558,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1998",400.311,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1997",444.776,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1997",451.961,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1997",412.596,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1996",423.097,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1996",449.211,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1996",420.95,,,"T30:68","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1995",371.931,"B",,"T30:68_I11:264","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1995",444.095,"B",,"T30:68_I11:264","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1995",405.301,"B",,"T30:68_I11:264","R1:3513"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1994",428.59,,,"T30:270",
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1993",34434,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:270_I9:318","S3:23_S9:66"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1992",1477,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:270_I9:318","S3:23_S9:66"
"BRA","FX:952","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1991",134539,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:270","S3:23_S9:66"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1990",18820.6,,,"T30:274","R1:3513"
"BRA","BX:356","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1989",852.263,,,"T30:274","R1:3513"
"BRB","BB:15690","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",2680.239,,,"T30:64","R1:3513"
"BRB","BB:15690","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",1116.854,,,"T30:64","R1:3513"
"BRB","BB:15690","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",1340.12,,,"T30:64","R1:3513"
"BRN","BA:8230","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2014",1799.403,"B",,"T30:116_I11:264","R1:3513"
"BRN","BA:8230","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2014",2375.624,"B",,"T30:116_I11:264","R1:3513"
"BRN","BA:8230","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2014",1420.162,"B",,"T30:116_I11:264","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2025",28072.673,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2025",1333.472,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2025",322.088,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2024",28223.457,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2024",1351.82,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2024",337.322,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2023",26034.958,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2023",1244.718,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2023",315.196,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",22169.88,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",1061.081,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",282.043,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",20815.641,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",974.462,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",281.604,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",19894.841,,,"T30:115","R1:3513"
"BTN","BA:625","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",959.991,,,"T30:115","R1:3513"
