"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"HUN","CA:1237","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1990",207.37,,"C5:2067","T33:396_T30:180","S9:66"
"HUN","CA:1237","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1989",10461,,"C5:2067","T33:396_T30:180","S9:66"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2023",2776803.875,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2023",539.882,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2023",182.242,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",2690034.686,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",520.767,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",181.149,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",2511508.115,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",469.129,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",175.53,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",2561509.932,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",475.549,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",175.66,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",2589312.729,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",480.231,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",183.02,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",2465848.915,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",463.911,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",173.201,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2017",2433700.752,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2017",467.813,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2017",181.88,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",2125593.661,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2016",427.902,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",159.719,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2015",1818033.31,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2015",379.533,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2015",135.781,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2014",1703837.072,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2014",381.91,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2014",143.599,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2013",1575305.674,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2013",375.586,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2013",150.585,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2012",1416851.816,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2012",368.272,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2012",150.944,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2011",1331778.138,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2011",342.164,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2011",151.849,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2010",1373249.226,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2010",360.341,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2010",151.065,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2009",1305004.134,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2009",354.206,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2009",125.603,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2008",1139076.349,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2008",323.882,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2008",117.443,"B",,"T30:122_I11:264","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2007",1075350.928,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2007",324.572,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2007",117.64,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2006",995447.946,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2006",310.836,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2006",108.682,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2005",850790.049,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2005",291.1,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2005",87.668,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2004",840021.08,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2004",307.042,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2004",93.974,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2003",786859.657,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2003",297.098,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2003",91.739,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2002",691766.912,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2002",272.654,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2002",74.294,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2001",590866.355,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2001",256.529,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2001",57.584,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2000",430196.73,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2000",202.529,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2000",51.081,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1999",677691.823,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1999",320.007,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1999",86.274,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1998",553069.117,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1998",307.903,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1998",55.232,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1997",464434.204,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1997",403.426,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1997",159.633,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1996",404770.879,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1996",364.96,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1996",172.809,,,"T30:122","R1:3513"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1990",126453,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:122","S9:66"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","1990",157.138,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:122","S9:66"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1990",68.62,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:122","S9:66"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1989",108230,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:122","S9:66"
"IDN","BA:510","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1989",61.145,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:122","S9:66"
"IMN","JA:7422","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2016",2966.464,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183",
"IMN","JA:7422","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2016",4005.301,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183",
"IMN","JA:7422","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2014",2895.298,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183",
"IMN","JA:7422","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2014",4764.122,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183",
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2013",2689.203,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183","S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2013",4204.109,,,"T8:127_T9:133_T10:138_T11:142_T12:146_T30:183","S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2008",2154.392,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2008",3960.524,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2007",2080.132,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2007",4162.165,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2006",2011.285,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2006",3700.707,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2005",1857.57,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2005",3377.41,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2004",1821.891,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2004",3335.697,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2003",1798.855,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2003",2937.038,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2002",1656.355,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2002",2482.46,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2001",1596.558,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2001",2298.346,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2000",1513.638,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2000",2290.161,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1999",1492.075,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1999",2414.138,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1998",1396.382,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1998",2312.566,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1997",306.84,,,"T30:183",
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1997",502.328,,,"T30:183",
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1996",1246.607,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1996",1944.911,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1995",1199.28,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1995",1892.6,,,"T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1994",1134.373,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1994",1736.038,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1993",1147.45,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1993",1720.943,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","1992",1030.54,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IMN","DA:1249","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","1992",1808.681,,"C5:2067","T8:127_T9:133_T10:138_T33:396_T30:183","S3:17_S9:66"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2025",22219.99,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2025",1120.02,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2025",254.938,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2024",20811.6,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2024",1045.971,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2024",248.737,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2023",19783.492,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2023",1013.65,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2023",239.512,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",18799.404,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",977.408,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",239.165,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",17583.076,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",903.134,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2021",237.873,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2020",17037.051,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2020",861.556,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2020",229.921,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2019",15799.338,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2019",809.056,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2019",224.358,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2018",15678.987,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2018",791.023,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2018",229.26,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2012",11910.637,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2012",766.785,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2012",222.89,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2010",9585.423,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2010",662.19,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2010",209.628,,,"T30:121","R1:3513"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2005",5121.703,,,"T30:121","R1:3513_S3:26"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2005",479.811,,,"T30:121","R1:3513_S3:26"
"IND","BX:2228","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2005",116.138,,,"T30:121","R1:3513_S3:26"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2025",5041.263,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2025",5576.847,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2025",5696.627,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2024",4799.091,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2024",5441.454,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2024",5194.536,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2023",4494.462,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2023",5071.091,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2023",4859.862,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2022",4393.891,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2022",4836.519,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_USD","2022",4626.767,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_LCU","2021",4242.997,,,"T30:182","R1:3513_T2:85"
"IRL","BB:3073","EAR_EMTA_SEX_CUR_NB","SEX_T","CUR_TYPE_PPP","2021",4426.909,,,"T30:182","R1:3513_T2:85"
